question_id,paragraph_id,answers
163,[19],"['June 28, 2011']"
164,[19],"['310,000 copies']"
165,[19],['New York Association of Black Journalists']
166,[19],['2011']
167,[19],['4']
168,[19],"['June 28, 2011']"
169,[19],['Essence']
170,[19],"[""New York's Roseland Ballroom""]"
171,[20],['Lenox Hill Hospital']
172,[20],"[""Revel Atlantic City's Ovation Hall""]"
173,[20],['Blue Ivy Carter']
174,[20],['four nights']
175,[20],"['January 7, 2012']"
176,[20],['Blue Ivy Carter']
177,[20],['Lenox Hill Hospital in New York.']
178,[20],"[""Revel Atlantic City's Ovation Hall""]"
179,[21],['romance']
180,[21],['Life Is But a Dream']
181,[21],['global publishing agreement']
182,[21],['Nuclear']
183,[21],['President Obama']
184,[21],['January 2013']
185,[21],['Nuclear']
186,[21],['the American national anthem']
187,[21],['Super Bowl XLVII halftime show']
188,[21],['Life Is But a Dream']
189,[22],['132']
190,[22],['The Mrs. Carter Show']
191,[22],['Rise Up']
192,[22],['Epic']
193,[22],['April 15']
194,[22],['Queen Tara']
195,[22],['132']
196,[22],['Back to Black']
197,[23],['the iTunes Store']
198,[23],['the iTunes Store']
199,[23],['Forbes']
200,[23],['more than double her earnings']
201,[23],"['December 13, 2013']"
202,[23],['Drunk in Love']
203,[23],['On the Run Tour.']
204,[24],['three']
205,[24],['Vogue']
206,[24],['three']
207,[24],['Beck']
208,[24],['six awards']
209,[24],['Vogue']
210,[24],['Coldplay']
211,[24],['Vogue']
212,[25],['Formation']
213,[25],['exclusively']
214,[25],['Tidal']
215,[25],['music streaming']
216,[25],"['February 6, 2016']"
217,[25],['Tidal']
218,[26],['Paris']
219,[26],['miscarriage']
220,[26],"['April 4, 2008']"
221,[26],['300 million']
222,[26],['wrote music']
223,[26],"[""'03 Bonnie & Clyde""]"
224,[26],"['April 4, 2008']"
225,[26],['300 million']
226,[26],['Paris.']
227,[27],['MTV Video Music Awards']
228,[27],['her pregnancy']
229,[27],['2011 MTV Video Music Awards']
230,[27],['Her appearance']
231,[27],['most tweets per second']
232,[27],['Love on Top']
233,[27],['2011 MTV Video Music Awards']
234,[27],['12.4 million']
235,[28],['Glory']
236,[28],['Blue Ivy Carter']
237,[28],['Lenox Hill Hospital']
238,[28],['Glory']
239,[28],['Blue Ivy Carter']
240,[28],['B.I.C.']
241,[28],"['January 7, 2012']"
242,[28],['B.I.C.']
243,[29],['George Zimmerman']
244,[29],['America the Beautiful']
245,[29],['4 million']
246,[29],['same sex marriage']
247,[29],['a rally']
248,[29],['America the Beautiful']
249,[29],['At Last']
250,[29],['same sex marriage']
251,[30],['Vogue']
252,[30],['Ban Bossy campaign']
253,[30],['April 2013']
254,[30],['Ban Bossy']
255,[30],['Flawless']
256,[30],['leadership in girls']
257,[30],['Chimamanda Ngozi Adichie']
258,[31],['the ONE Campaign']
259,[31],['September 2015']
260,[31],['women']
261,[31],['priorities']
262,[31],['2015']
263,[31],['Angela Merkel and Nkosazana Dlamini-Zuma']
264,[31],['head of the G7 in Germany']
265,[31],['the ONE Campaign']
266,[31],['the head of the G7 in Germany']
267,[31],['women']
268,[32],['protesters']
269,[32],['Freddie Gray']
270,[32],['thousands of dollars']
271,[33],['Madonna and Celine Dion']
272,[33],['2014']
273,[33],['250 million']
274,[33],['2011']
275,[33],['115 million']
276,[33],['Forbes']
277,[33],['MTV']
278,[34],['four']
279,[34],['Jody Rosen']
280,[34],['The Daily Mail']
281,[34],['hip hop']
282,[34],['praise her range and power']
283,[34],['four']
284,[34],['Her vocal abilities']
285,[34],['tart']
286,[34],['the hip hop era']
287,[35],['R&B']
288,[35],"['pop, soul and funk']"
289,[35],['Spanish']
290,[35],"[""re-release of B'Day""]"
291,[35],['Rudy Perez']
292,[35],['English']
293,[35],['Spanish']
294,[35],['R&B']
295,[35],['Spanish']
296,[35],['Rudy Perez.']
297,[35],"[""B'Day.""]"
298,[36],['beats']
299,[36],['female-empowerment']
300,[36],['co-producing credits']
301,[36],['Women']
302,[36],['co-producing']
303,[36],['melodies and ideas']
304,[37],['Diane Warren']
305,[37],['Top 20 Hot 100 Songwriters']
306,[37],['2001']
307,[37],['Pop Songwriter of the Year award']
308,[37],"['the American Society of Composers, Authors, and Publishers Pop Music Awards.']"
309,[37],['three']
310,[37],['17']
311,[38],['Michael Jackson']
312,[38],['five']
313,[38],['Michael Jackson']
314,[38],['vocal runs']
315,[38],['Michael Jackson']
316,[38],['Vision of Love']
317,[38],['Michael Jackson']
318,[38],['Diana Ross']
319,[38],['Whitney Houston']
320,[38],['Vision of Love']
321,[39],['Josephine Baker']
322,[39],['Etta James']
323,[39],['Dreamgirls']
324,[39],['boldness']
325,[39],['2006 Fashion Rocks concert']
326,[39],['Josephine Baker.']
327,[39],['Déjà Vu']
328,[40],['Oprah Winfrey']
329,[40],['Michelle Obama']
330,[40],['lyrical and raw']
331,[40],['to take control of her own career']
332,[40],['continuing inspiration']
333,[40],['First Lady Michelle Obama']
334,[40],['Oprah Winfrey']
335,[40],['Madonna']
336,[41],['The Mamas']
337,[41],['2006']
338,[41],['Suga Mama']
339,[41],['Suga Mama']
340,[41],['Suga Mama']
341,[41],['Suga Mama']
342,[41],"[""B'Day""]"
343,[41],['The Mamas']
344,[42],['stage presence and voice']
345,[42],['L.A. Reid']
346,[42],['stage presence']
347,[42],"[""she's almost too good""]"
348,[42],['L.A. Reid']
349,[43],['Sasha Fierce']
350,[43],['2010']
351,[43],['Revel Presents: Beyoncé Live']
352,[43],"['too aggressive, too strong']"
353,[43],['she would bring her back']
354,[43],['Sasha Fierce.']
355,[43],['Allure magazine']
356,[44],['wide-ranging']
357,[44],['Bootylicious']
358,[44],"[""Destiny's Child""]"
359,[44],['Bootylicious']
360,[44],['2006']
361,[44],['Touré']
362,[44],['Bootylicious']
363,[44],['sexily']
364,[45],"[""Tom Ford's Spring/Summer 2011 fashion show""]"
365,[45],['People']
366,[45],['January 2013']
367,[45],['VH1']
368,[45],['People']
369,[45],['Complex']
370,[45],['number 1']
371,[45],['2010']
372,[45],['Hottest Female Singer of All Time']
373,[45],['Madame Tussauds Wax Museums']
374,[46],['Her mother']
375,[46],['2007']
376,[46],['Tyra Banks']
377,[46],['People']
378,[47],['The Beyontourage']
379,[47],['Twitter']
380,[47],['Bey Hive']
381,[47],['Beyontourage']
382,[48],['House of Deréon']
383,[48],"[""L'Officiel""]"
384,[48],['blackface and tribal makeup']
385,[48],['2006']
386,[48],['for wearing and using fur']
387,[48],['in blackface and tribal makeup']
388,[48],"[""L'Officiel""]"
389,[48],['House of Deréon.']
390,[48],['French fashion magazine']
391,[49],['Emmett Price']
392,[49],"[""L'Oréal""]"
393,[49],['natural pictures be used']
394,[49],['costuming']
395,[49],['Emmett Price']
396,[49],['Feria hair color advertisements']
397,[50],['2013']
398,[50],['Baz Luhrmann']
399,[50],['Jody Rosen']
400,[50],['The Guardian']
401,[50],['Baz Luhrmann']
402,[50],['2014']
403,[51],['White Rabbits']
404,[51],['Gwyneth Paltrow']
405,[51],['work']
406,[51],['White Rabbits']
407,[51],['Milk Famous']
408,[51],['Gwyneth Paltrow']
409,[51],['Country Strong.']
410,[51],['Nicki Minaj']
411,[52],['two']
412,[52],['8 million']
413,[52],['July 2014']
414,[52],['Crazy in Love']
415,[52],['earned two Grammy Awards']
416,[52],['around 8 million copies']
417,[52],['Drake']
418,[52],['Rolling Stone']
419,[52],['a species of horse fly']
420,[53],['118 million']
421,[53],['64']
422,[53],['Beyoncé']
423,[53],['118 million']
424,[53],['64 certifications']
425,[53],['over 15 million']
426,[53],['over 118 million']
427,[53],['The Recording Industry Association of America']
428,[53],['64']
429,[53],['the 2008 World Music Awards']
430,[54],['52']
431,[54],['two']
432,[54],['20 Grammy Awards']
433,[54],['52 nominations']
434,[54],['2010']
435,[54],['20']
436,[54],['Dreamgirls']
437,[55],['Pepsi']
438,[55],['50 million']
439,[55],['The Center for Science in the Public Interest (CSPINET)']
440,[55],['70']
441,[55],['2002']
442,[55],['endorse Pepsi']
443,[55],['Center for Science in the Public Interest']
444,[55],['Pepsi']
445,[55],['$50 million']
446,[55],['The Center for Science in the Public Interest (CSPINET)']
447,[56],['Tommy Hilfiger']
448,[56],['Beyoncé']
449,[56],['Heat']
450,[56],['2013']
451,[56],['Heat']
452,[56],['2011']
453,[56],['Diamonds']
454,[56],['six']
455,[57],['18']
456,[57],['Starpower: Beyoncé']
457,[57],['since the age of 18']
458,[57],['70 staff']
459,[57],['out of court']
460,[57],['Starpower: Beyoncé']
461,[57],['Starpower: Beyoncé']
462,[57],['GateFive']
463,[57],['June 2013']
464,[58],['Parkwood Topshop Athletic Ltd']
465,[58],['Topshop']
466,[58],['Topshop']
467,[58],['London']
468,[58],['activewear']
469,[59],"['March 30, 2015']"
470,[59],['Jay Z']
471,[59],"['March 30, 2015']"
472,[59],['music streaming service']
473,[59],['low payout of royalties']
474,[59],['Tidal.']
475,[60],['her mother']
476,[60],['Beyond Productions']
477,[60],"['sportswear, denim offerings with fur, outerwear and accessories that include handbags and footwear']"
478,[60],['US and Canada']
479,[60],['her mother']
480,[60],"['grandmother, Agnèz Deréon']"
481,[60],"[""in Destiny's Child's shows and tours""]"
482,[60],['her mother']
483,[60],['Deréon.']
484,[61],['shoe']
485,[61],['Brazil']
486,[61],['2009']
487,[61],['House of Deréon collection']
488,[61],['House of Brands']
489,[61],['Beyoncé Fashion Diva']
490,[61],['Sasha Fierce for Deréon']
491,[61],['C&A']
492,[61],"[""Dillard's""]"
493,[62],['Topshop']
494,[62],['autumn 2015']
495,[62],['50']
496,[62],['Topshop']
497,[62],['Parkwood Topshop Athletic Ltd']
498,[62],['activewear']
499,[63],['Hurricane Katrina']
500,[63],['Ike']
501,[63],['the Survivor Foundation']
502,[63],"['$250,000']"
503,[63],['expanded to work with other charities']
504,[63],['Survivor Foundation']
505,[63],"['$250,000.']"
506,[63],['Hurricane Ike']
507,[64],['George Clooney and Wyclef Jean']
508,[64],['$1 million']
509,[64],"[""New York Police and Fire Widows' and Children's Benefit Fund""]"
510,[64],['Hope for Haiti Now: A Global Benefit']
511,[64],['George Clooney and Wyclef Jean']
512,[64],['Beyoncé Cosmetology Center']
513,[65],['Sandy Hook Elementary School shooting']
514,[65],['I Was Here']
515,[65],['Miss a Meal']
516,[65],['London']
517,[65],['her mother']
518,[65],['Sandy Hook Elementary School shooting.']
519,[65],['spread female empowerment']
520,[65],['Catapult']
521,[65],['Sandy Hook Elementary School']
522,[65],['Salma Hayek and Frida Giannini']
523,[66],['Polish and French']
524,[66],['Romantic era']
525,[66],['solo piano']
526,[66],['Duchy of Warsaw']
527,[66],['1810']
528,[66],['Romantic era']
529,[66],['Warsaw']
530,[66],['solo piano']
531,[66],['20']
532,[66],['17 October 1849']
533,[66],['Fryderyk Franciszek Chopin']
534,[66],['solo piano']
535,[66],['Romantic era']
536,[66],['20']
537,[66],['Romantic']
538,[66],['1849']
539,[67],['21']
540,[67],['1835']
541,[67],['tuberculosis']
542,[67],['30']
543,[67],['Franz Liszt']
544,[67],['1835']
545,[67],['21']
546,[67],['1835']
547,"[67, 82]",['1835']
548,[67],['tuberculosis']
549,[68],['piano']
550,[68],['instrumental ballade']
551,[68],"['J. S. Bach, Mozart and Schubert']"
552,[68],['nuance and sensitivity']
553,[68],['instrumental ballade']
554,[68],"['J. S. Bach, Mozart and Schubert']"
555,[68],['Polish']
556,[68],['piano']
557,[68],['Polish']
558,[68],['Paris salons']
559,[69],['indirect']
560,[69],['his love life and his early death']
561,[69],['Romantic era']
562,[69],['films and biographies']
563,[69],['France']
564,[69],['Poland']
565,[69],['France']
566,[69],['political insurrection']
567,[69],['Romantic era']
568,[70],['Żelazowa Wola']
569,[70],['1 March']
570,[70],['Fridericus Franciscus']
571,[70],['Żelazowa Wola']
572,[70],['Napoleon']
573,[70],['22 February 1810']
574,[70],['1 March']
575,[70],['Fridericus Franciscus']
576,[70],['Napoleon']
577,[70],['22 February 1810']
578,[70],['Fridericus Franciscus']
579,[70],['Żelazowa Wola']
580,[70],['Napoleon']
581,[71],['Justyna Krzyżanowska']
582,[71],['Polish']
583,[71],['Nicolas']
584,[71],['Lorraine']
585,[71],['Ludwika']
586,[72],['October 1810']
587,[72],['Warsaw Lyceum']
588,[72],['flute and violin']
589,[72],['piano']
590,[72],['six months']
591,[72],['French']
592,[72],['flute and violin']
593,[72],['piano']
594,[72],['Saxon Palace.']
595,[73],['Ludwika']
596,[73],['a polonaise in A-flat major of 1821']
597,[73],['Wojciech Żywny']
598,[73],['7']
599,[73],['1817']
600,[73],['1816 to 1821']
601,[73],['7']
602,[73],['Wojciech Żywny']
603,[74],['1817']
604,[74],['Belweder Palace']
605,[74],['1817']
606,[74],['Grand Duke Constantine']
607,[74],['a march']
608,[74],['Julian Ursyn Niemcewicz']
609,[74],['Belweder Palace']
610,[74],['Grand Duke Constantine']
611,[74],['a march']
612,[74],['Julian Ursyn Niemcewicz']
613,[75],['1823 to 1826']
614,[75],['eolomelodicon']
615,[75],['Józef Elsner']
616,[75],['diamond ring']
617,[75],['Rondo Op. 1']
618,[75],['Józef Elsner']
619,[75],['eolomelodicon']
620,[75],['a diamond ring.']
621,[75],['Rondo Op. 1.']
622,[76],['Dominik Dziewanowski']
623,[76],['Szafarnia']
624,[76],['his family']
625,[76],['Warsaw newspapers']
626,[76],['Dominik Dziewanowski']
627,[76],['Dominik Dziewanowski']
628,[76],['The Szafarnia Courier']
629,[77],['1827']
630,[77],['Krakowskie Przedmieście']
631,[77],['1830']
632,[77],['1827']
633,[77],['boarding house for male students']
634,[77],['Ambroży Mieroszewski']
635,[77],['sister Emilia']
636,[77],['1830']
637,[77],['Chopin Family Parlour']
638,[77],['Ambroży Mieroszewski']
639,[78],['Jan Matuszyński and Julian Fontana']
640,[78],['Konstancja Gładkowska']
641,[78],['Konstancja Gładkowska']
642,[78],['Jan Matuszyński and Julian Fontana']
643,[78],['Konstancja Gładkowska']
644,[78],['Tytus Woyciechowski']
645,[78],['Piano Concerto No. 1 (in E minor)']
646,[78],['Four']
647,[79],['Feliks Jarocki']
648,[79],['September 1828']
649,[79],['Feliks Jarocki']
650,[79],['Gaspare Spontini']
651,[79],['Prince Antoni Radziwiłł']
652,[79],['1828']
653,[79],['Feliks Jarocki']
654,[79],['zoologist']
655,[80],['August']
656,[80],['two']
657,[80],['17 March 1830']
658,[80],['September 1829']
659,[80],['accustomed to the piano-bashing of local artists']
660,[80],['Niccolò Paganini']
661,[80],['Vienna']
662,[80],['two']
663,[80],['three']
664,[81],['2 November 1830']
665,[81],['Austria']
666,[81],['1830']
667,[81],['Zdzisław Jachimecki']
668,[81],['Woyciechowski']
669,[81],['the November 1830 Uprising']
670,[81],['western Europe']
671,[81],['Woyciechowski']
672,[81],['1830']
673,[81],['1831']
674,[82],['the Polish Great Emigration']
675,[82],['1835']
676,[82],['friends and confidants']
677,[82],['September 1831']
678,[82],['Polish Great Emigration']
679,[82],['Adam Zamoyski']
680,[82],['Poland']
681,[82],['France']
682,[82],['Polish Great Emigration']
683,[83],['Paris']
684,[83],"['Hector Berlioz, Franz Liszt, Ferdinand Hiller, Heinrich Heine, Eugène Delacroix, and Alfred de Vigny']"
685,[83],['Adam Mickiewicz']
686,[84],['Julian Fontana']
687,[84],['Albert Grzymała']
688,[84],['elder brother']
689,[84],['Julian Fontana']
690,[84],['England']
691,[84],['Albert Grzymała']
692,[84],['Albert Grzymała']
693,[84],['Julian Fontana']
694,[84],['Warsaw Conservatory']
695,[85],['Robert Schumann']
696,[85],['his father']
697,[85],['Robert Schumann']
698,[85],['26 February 1832']
699,[85],['Rothschild']
700,[85],['1831']
701,[85],['keyboard technique']
702,[86],['pianos']
703,[86],['Maurice Schlesinger']
704,[86],['Adolphe Gutmann']
705,[86],['apartment']
706,[86],['Liszt and Hiller']
707,[87],['Felix Mendelssohn']
708,[87],['playing and discussing music']
709,[87],['Friedrich Wilhelm Schadow']
710,[87],['Carlsbad']
711,[87],['the Lower Rhenish Music Festival']
712,[87],['Hiller']
713,[87],['Carlsbad']
714,[87],['July 1836']
715,[87],['Felix Mendelssohn']
716,[87],['Düsseldorf']
717,[87],['Maria']
718,[88],['Woyciechowski']
719,[88],"['Herz, Liszt, Hiller']"
720,[88],['Liszt']
721,[88],['26 February 1832']
722,[88],['Woyciechowski']
723,[88],['the Salle Pleyel']
724,[89],"[""38 Rue de la Chaussée-d'Antin""]"
725,[89],['a few blocks']
726,[89],['seven']
727,[89],['Harriet Smithson']
728,[89],['Salle Pleyel and the Paris Conservatory']
729,[89],['2 April 1833']
730,[89],['the Beethoven Memorial in Bonn']
731,[89],['Salle Pleyel and the Paris Conservatory']
732,[89],['the Hôtel de France on the Rue Lafitte']
733,[89],['seven']
734,[90],['love-hate relationship']
735,[90],"['theatricality, showmanship and success']"
736,[90],['an apology']
737,[90],['my friend Liszt']
738,[90],['Op. 10 Études']
739,"[90, 90]","[""Marie d'Agoult""]"
740,[90],['Liszt']
741,[90],['Liszt']
742,[90],['Hiller']
743,[91],"[""Marie d'Agoult""]"
744,[91],['My tragedy']
745,[91],['Grzymała']
746,[91],['his poor health']
747,[91],['My tragedy']
748,[91],"[""Marie d'Agoult""]"
749,[91],['1837']
750,[91],['My tragedy']
751,[91],['Grzymała']
752,[92],['London']
753,[92],['miserable']
754,[92],['Valldemossa']
755,[92],['piano maker']
756,[92],['Félicien Mallefille']
757,[92],['a former Carthusian monastery']
758,[92],['June 1838']
759,[92],['Majorca']
760,[92],"[""Sand's two children""]"
761,[92],['a former Carthusian monastery']
762,[93],['December']
763,[93],['his bad health']
764,[93],['December']
765,[94],['bad weather']
766,[94],['Canuts']
767,[94],['Marseilles']
768,[94],['Nohant']
769,[94],"[""Square d'Orléans""]"
770,[94],['the Canuts']
771,[94],['Marseilles']
772,[94],['Nohant']
773,[94],['5 rue Tronchet']
774,[94],"[""Square d'Orléans""]"
775,[94],['the Canuts.']
776,[94],['Marseilles']
777,[94],"[""Square d'Orléans""]"
778,[94],['Nohant']
779,[95],['tenth']
780,[95],['Adolphe Nourrit']
781,[95],['organ']
782,[95],"[""Franz Schubert's lied Die Gestirne""]"
783,[95],"[""Franz Schubert's lied Die Gestirne.""]"
784,[95],['the July Revolution.']
785,[96],['piano technique and composition']
786,[96],['Delacroix and the mezzo-soprano Pauline Viardot']
787,[96],['piano technique and composition.']
788,[96],['Delacroix']
789,[97],['1842']
790,[97],['Grzymała']
791,[97],"[""Beethoven Seventh Symphony arrangement at Erard's""]"
792,[97],['temporal lobe epilepsy']
793,[97],['1842']
794,[97],['Beethoven Seventh Symphony arrangement']
795,[97],['temporal lobe epilepsy']
796,[97],['mouth and tonsils']
797,[97],['Alkan']
798,[97],['temporal lobe epilepsy.']
799,[98],['radical political pursuits']
800,[98],['third child']
801,[98],['1847']
802,[98],['Lucrezia Floriani']
803,[98],['Auguste Clésinger.']
804,[98],['nurse']
805,[98],['Lucrezia Floriani']
806,[98],['1847']
807,[99],['a dozen']
808,[99],['six']
809,[99],['Op. 58 sonata']
810,[99],['six shorter pieces']
811,[99],['three mazurkas']
812,[100],['February 1848']
813,[100],['February 1848']
814,[100],['Auguste Franchomme']
815,[100],['struggle financially.']
816,[101],['BBC']
817,[101],['Angelo Bozzolini and Roberto Prosseda']
818,[101],['The Women Behind The Music']
819,[101],['BBC']
820,[101],['Angelo Bozzolini and Roberto Prosseda']
821,[102],['A Song to Remember']
822,[102],['1928']
823,[102],['Hugh Grant']
824,[102],['George Sand']
825,[102],['A Song to Remember']
826,[102],['Cornel Wilde']
827,[102],['Pierre Blanchar']
828,[103],['1901']
829,[103],['Milan']
830,[103],['Giacomo Orefice']
831,[103],['opera']
832,[103],['Giacomo Orefice']
833,[103],['Milan']
834,[104],['sonnet']
835,[104],['sonnet on Chopin by Leon Ulrich']
836,[104],['1830']
837,[104],['English']
838,[105],['every five years.']
839,[105],['Grand prix du disque de F. Chopin']
840,[105],['The New York Times']
841,[105],['every five years.']
842,[105],['The New York Times']
843,[106],['1895']
844,[106],['Paul Pabst']
845,[106],['The British Library']
846,[106],['1895']
847,[106],['Methuen-Campbell']
848,[107],['1927']
849,[107],['Warsaw']
850,[107],['every five years']
851,[107],['the International Chopin Piano Competition']
852,[107],['1927']
853,[107],['The Fryderyk Chopin Institute of Poland']
854,[107],"['nearly 1,500']"
855,[108],['Chopiniana']
856,[108],['Michel Fokine']
857,[108],['Les Sylphides']
858,[108],['Alexander Glazunov']
859,[108],['Chopiniana']
860,[108],['Michel Fokine']
861,[108],['Les Sylphides.']
862,[109],['London']
863,[109],['Jane Stirling']
864,[109],['London']
865,[109],['Jane Stirling']
866,[110],['Broadwood']
867,[110],['Queen Victoria and Prince Albert']
868,[110],['7 July']
869,[110],['a grand piano.']
870,[110],['Queen Victoria and Prince Albert.']
871,[110],['piano lessons']
872,[111],['Scotland']
873,[111],['Adam Łyszczyński']
874,[111],['Scotland']
875,[111],['Glasgow']
876,[111],['will']
877,"[112, 112]","[""London's Guildhall""]"
878,[112],['Polish refugees.']
879,[113],['Delfina Potocka']
880,[113],['November']
881,[113],['Delfina Potocka']
882,[113],['Chaillot']
883,[113],['Princess Obreskoff.']
884,[113],['June 1849']
885,[114],['June 1849']
886,[114],['his sister']
887,[114],['her husband and daughter']
888,[114],['Jane Stirling']
889,[115],['fear of being buried alive']
890,[115],"['""No longer""']"
891,[115],['Clésinger']
892,[115],['fear of being buried alive']
893,[116],['tuberculosis']
894,[116],['DNA testing']
895,[116],['Jean Cruveilhier']
896,[116],['cystic fibrosis']
897,[117],['Church of the Madeleine']
898,[117],['two weeks']
899,[117],"['Over 3,000']"
900,[118],"[""Mozart's Requiem""]"
901,[118],['Louis Lefébure-Wély']
902,[118],['Prince Adam Czartoryski']
903,[118],"[""Funeral March from Chopin's Piano Sonata No. 2""]"
904,[118],"[""Mozart's Requiem""]"
905,[118],['Père Lachaise Cemetery']
906,[118],['Prince Adam Czartoryski']
907,[118],"[""the Funeral March from Chopin's Piano Sonata No. 2""]"
908,[119],['Clésinger']
909,[119],['Euterpe']
910,[119],"['5,000 francs']"
911,[119],['alcohol']
912,[119],"['5,000 francs']"
913,[119],['sister']
914,[119],['Sand']
915,[120],['piano']
916,[120],['chamber music.']
917,[121],['Clementi']
918,[121],['Clementi']
919,[121],['Bach and Mozart']
920,[121],['Haydn']
921,[122],['John Field']
922,[122],['nocturne']
923,[122],['ballades and scherzi']
924,[122],['concert étude']
925,[122],"['Liszt, Clementi and Moscheles']"
926,[123],['seven']
927,[123],['nine']
928,[123],['faster tempos']
929,[123],['greater range of melody and expression.']
930,[123],['the mazurka']
931,[123],['nine']
932,[123],['waltzes']
933,[124],['Funeral March']
934,[124],['Sonata No. 2']
935,[124],['one']
936,[124],['Revolutionary Étude']
937,[125],['65']
938,[125],['Julian Fontana']
939,[125],['65']
940,[125],['Julian Fontana']
941,[125],['1857']
942,[126],['1857']
943,[126],['alternative catalogue designations']
944,[126],['KK']
945,[126],['Krystyna Kobylańska.']
946,[127],['Breitkopf & Härtel']
947,[127],['Jan Ekier']
948,[127],['original publishers']
949,[127],['popular 19th-century piano anthologies.']
